full_entree,radical,prefixe,suffixe,type,forme,nb_variants,variants,categorie,nb_trads_fr,trads_fr,nb_trads_en,trads_en,nb_ex_fr,ex_fr,nb_ex_en,ex_en,audio,class_info,nb_conjugaisons,conjugaisons,dictionnaire
ɲágami,ɲágami,,,BAM,simple,2,ɲáami,Nom,2,mélange@@@mésentente,0,,0,,0,,non,non,0,,bambara-français
ɲàgan,ɲàgan,,,BAM,simple,3,ɲɛ̀gan@@@ɲàgwan,Nom,1,sorcier bienfaisant,0,,0,,0,,non,non,0,,bambara-français
ɲàgari,ɲàgari,,,BAM,simple,1,,Nom,1,moquerie,0,,0,,0,,non,non,0,,bambara-français
ɲàgaribɔ,ɲàgaribɔ,,,BAM,composé,2,ɲàgari.la.bɔ,Verbe,3,se moquer@@@vexer@@@faire bisquer,0,,0,,0,,non,non,0,,bambara-français
ɲàgasa,ɲàgasa,,,BAM,simple,1,,Nom,2,ordures@@@résidus,0,,0,,0,,non,non,0,,bambara-français
ɲàgasa,ɲàgasa,,,BAM,simple,1,,Verbe,3,"être sale@@@être mal entretenu@@@(champ, chemin, chevelure )",0,,0,,0,,non,non,0,,bambara-français
ɲàjan,ɲàjan,,,BAM,composé,2,túrɔɲa,Nom,3,"serpent Dispholidus typus@@@---> 1,75 m@@@(arboricole, très agressif, cou bien marqué, oeil très grand, couleur vert olive)",0,,0,,0,,non,non,0,,bambara-français
ɲáka,ɲáka,,,BAM,simple,1,,Nom,2,bourse@@@(porte-monnaie ou même au sens anatomique),0,,0,,0,,non,non,0,,bambara-français
ákara,ákara,,,BAM,simple,1,,Nom,1,beignet d’haricot,0,,0,,0,,non,non,0,,bambara-français
ɲàki,ɲàki,,,BAM,simple,1,,Nom,1,lacet,0,,0,,0,,non,non,0,,bambara-français
ɲàki,ɲàki,,,BAM,simple,2,ɲàgi,Nom,2,foëne à trois dents@@@trident,0,,0,,0,,non,non,0,,bambara-français
ɲàkiɲàki,ɲàkiɲàki,,,BAM,simple,1,,Verbe,3,mordiller@@@inciser@@@en beaucoup d'endroits,0,,0,,0,,non,non,0,,bambara-français
ɲàko,ɲàko,,,BAM,simple,1,,Verbe,3,happer@@@(d'un coup de gueule; chiens )@@@avaler,0,,1,à bɛ́ kúma ɲàko-ɲàko <--> il avale les mots,0,,non,non,0,,bambara-français
Ála,Ála,,,BAM,simple,2,ngála,Nom,3,Dieu@@@ciel@@@pluie,0,,13,"Ála k' ì dɛ̀mɛ ! <--> Que Dieu t'aide !@@@ní Ála sɔ̀nna... <--> Si Dieu le veut ...@@@Ála dén ! <--> (en cas de malheur)@@@Ála sàgo, á sàgo ! <--> Je m'en remets à Dieu et à vous ! (""volonté de Dieu, volonté de vous""..., paroles de conclusion dans les palabres l'intervenant s'en remet à l'auditoire)@@@ń bɛ́ Ála mìnɛ <--> je m'en remets à Dieu (dans une épreuve, une injustice)@@@Ála ní... <--> indique la grandeur, l'excellence de qch.@@@Ála ní tìɲɛ <--> authentique, vrai de vrai ... (m. à m. : Dieu et vérité)@@@nìn yé jàmanaden Ála ní tìɲɛ yé <--> celui-ci est un vrai fils du pays@@@Ála ní à cɛ̀ɲa kósɔn... <--> à cause de sa grande beauté ...@@@Ála kósɔn ; Ála káma <--> pour (l'amour de) Dieu@@@ní Ála fàrala ń kàn <--> si Dieu m'aide ... (si Dieu s'ajoute à moi)@@@Ála fìnna <--> le ciel s'est noirci@@@Ála nàna <--> la pluie est venue, il a plu",0,,non,non,0,,bambara-français
álabato,álabato,,,BAM,composé,1,,Nom,2,prière communautaire@@@adoration de Dieu,0,,0,,0,,non,non,0,,bambara-français
áladaba,áladaba,,,BAM,composé,1,,Nom,1,naevus,0,,0,,0,,non,non,0,,bambara-français
áladeli,áladeli,,,BAM,composé,1,,Nom,1,prière,0,,0,,0,,non,non,0,,bambara-français
álaɲɛsiranbali,álaɲɛsiranbali,,,BAM,composé,1,,Participe,2,impie@@@qui ne craint pas Dieu,0,,0,,0,,non,non,0,,bambara-français
álaɲɛsiranbaliya,álaɲɛsiranbaliya,,,BAM,composé,1,,Nom,1,impiété,0,,0,,0,,non,non,0,,bambara-français
álaɲɛsiranyɛ,álaɲɛsiranyɛ,,,BAM,composé,1,,Nom,2,"crainte de Dieu@@@révérence, soumission dûe à Dieu",0,,0,,0,,non,non,0,,bambara-français
álafàrańkàn,álafàrańkàn,,,BAM,composé,1,,Nom,2,"providence@@@aide providentielle, chance dans une entreprise",0,,0,,0,,non,non,0,,bambara-français
álajɔ,álajɔ,,,BAM,composé,2,ngálajɔ,Nom,2,"liane chevelue@@@(herbe parasite sans feuilles, vivant sur les arbustes)",0,,0,,0,,non,non,0,,bambara-français
ála-ká-mìsi,ála-ká-mìsi,,,BAM,composé,1,,Nom,2,araignée rouge@@@petite 'araignée rouge' du début de l'hivernage,0,,0,,0,,non,non,0,,bambara-français
ála-ká-mùru,ála-ká-mùru,,,BAM,composé,3,ála-ká-mùru.jan@@@sánmurubilen,Nom,1,arc-en-ciel,0,,0,,0,,non,non,0,,bambara-français
álakota,álakota,,,BAM,composé,1,,Nom,2,sacrilège@@@faute grave envers Dieu,0,,1,án kà síran Ála ɲɛ́ kà Álakota dábila <--> craignons Dieu et cessons de lui désobéir (kb 1/05 p.12),0,,non,non,0,,bambara-français
álalakɛ,álalakɛ,,,BAM,composé,1,,Nom,2,volonté de Dieu@@@fait dépendant de la volonté de Dieu,0,,1,mɔ̀gɔ tɛ́ sé kà álalakɛ bàli <--> on ne peut contrarier la volonté de Dieu,0,,non,non,0,,bambara-français
álalandi,álalandi,,,BAM,composé,1,,Nom,2,personne pieuse@@@personne qui aime Dieu,0,,0,,0,,non,non,0,,bambara-français
álalandiya,álalandiya,,,BAM,composé,1,,Nom,2,piété@@@amour de Dieu,0,,0,,0,,non,non,0,,bambara-français
álamadi,álamadi,,,BAM,composé,1,,Nom,3,religieux@@@personne consacrée à Dieu@@@mariage sans dot,0,,0,,0,,non,non,0,,bambara-français
álamakɔnɔ,álamakɔnɔ,,,BAM,composé,1,,Nom,4,dures épreuves@@@épreuve dont Dieu peut nous tirer@@@attente de l'accouchement@@@congé prénatal,0,,0,,0,,non,non,0,,bambara-français
álamani,álamani,,,BAM,simple,1,,Nom,1,amende,0,,1,álamani bìn mɔ̀gɔ kàn <--> imposer une amende à qn,0,,non,non,0,,bambara-français
álamata,álamata,,,BAM,composé,1,,Nom,2,le moindre@@@même,0,,0,,0,,non,non,0,,bambara-français
álaminɛ,álaminɛ,,,BAM,composé,2,bìlangalama,Nom,2,"résignation@@@acceptation des épreuves, des injustices",0,,0,,0,,non,non,0,,bambara-français
álaminɛjɔn,álaminɛjɔn,,,BAM,composé,1,,Nom,2,"personne résignée@@@personne qui s'en remet à Dieu, soumise à Dieu",0,,0,,0,,non,non,0,,bambara-français
àlamisa,àlamisa,,,BAM,simple,1,,Nom,1,jeudi,0,,1,"àlamisasu <--> mercredi soir (m à m : le soir du jeudi) (comme dans la Bible, la journée du jeudi commence par la nuit suivie du jour)",0,,non,non,0,,bambara-français
àlamisadon,àlamisadon,,,BAM,composé,1,,Nom,1,jeudi,0,,0,,0,,non,non,0,,bambara-français
àlamisadonya,àlamisadonya,,,BAM,composé,1,,Nom,1,jeudi,0,,0,,0,,non,non,0,,bambara-français
álaɲɔ,álaɲɔ,,,BAM,composé,3,ngála.ɲɔ@@@álalaɲɔ,Nom,1,mil de Dieu,0,,0,,0,,non,non,0,,bambara-français
álasira,álasira,,,BAM,composé,1,,Nom,2,religion@@@loi divine,0,,0,,0,,non,non,0,,bambara-français
álasira,álasira,,,BAM,composé,1,,Nom,2,espace entre les dents@@@trace verticale du coin des yeux,0,,1,álasira bɛ́ kàrisa lá <--> un tel a les dents espacées,0,,non,non,0,,bambara-français
álasɔsɔjirinin,álasɔsɔjirinin,,,BAM,composé,2,bálansan,Nom,3,"arbre Acacia albida@@@faidherbier@@@grand arbre ---> 20 m, perd ses feuilles en saison des pluies, précieux par l'azote qu'il fournit par ses racines, ses fruits mangés par le petit bétail",0,,0,,0,,non,non,0,,bambara-français
Ála Táala,Ála Táala,,,BAM,simple,3,Ála Táana@@@Álawutaala,Nom,1,Tout-Puissant,0,,0,,0,,non,non,0,,bambara-français
álatanu,álatanu,,,BAM,composé,1,,Nom,3,louange de Dieu@@@prospérité@@@bonne santé,0,,0,,0,,non,non,0,,bambara-français
àlê,àlê,,,BAM,simple,2,ɛ̀,Pronom,2,3SG EMPH@@@(surtout utilisé dans le style indirect),0,,1,Ncí kó : àle fɔ́lɔ dè bɛ́ à dàntígɛ : <--> Nci dit que c'est lui qui va s'expliquer en premier,0,,non,non,0,,bambara-français
álekabakuru,álekabakuru,,,BAM,simple,2,álikabakuru,Nom,1,cheville,0,,0,,0,,non,non,0,,bambara-français
álhamdulilayi,álhamdulilayi,,,BAM,simple,2,álihamedulilahi,Interjection,1,Dieu soit loué,0,,0,,0,,non,non,0,,bambara-français
àlijɛnɛ,àlijɛnɛ,,,BAM,simple,6,àlijinɛ@@@àlijana@@@àrijana@@@àljinɛ@@@àljana,Nom,1,paradis,0,,0,,0,,non,non,0,,bambara-français
àlijinɛden,àlijinɛden,,,BAM,composé,2,àrijana.den,Nom,3,bienheureux@@@habitant du paradis@@@saint du ciel,0,,0,,0,,non,non,0,,bambara-français
àlikama,àlikama,,,BAM,simple,2,àlikaama,Nom,1,blé,0,,0,,0,,non,non,0,,bambara-français
àlikamamugu,àlikamamugu,,,BAM,composé,2,àlikaama.mugu,Nom,1,farine,0,,1,àlikamamugu nùgulenba <--> farine de froment,0,,non,non,0,,bambara-français
àlikamamugu,àlikamamugu,,,BAM,composé,2,àlikaama.mugu,Nom,1,farine,0,,1,àlikamamugu nùgulenba <--> farine de froment,0,,non,non,0,,bambara-français
àlikamamugu,àlikamamugu,,,BAM,composé,2,àlikaama.mugu,Nom,1,farine,0,,1,àlikamamugu nùgulenba <--> farine de froment,0,,non,non,0,,bambara-français
àlimamiya,àlimamiya,,,BAM,composé,1,,Nom,1,imamat,0,,0,,0,,non,non,0,,bambara-français
áliman,áliman,,,BAM,simple,1,,Nom,1,allemand,0,,0,,0,,non,non,0,,bambara-français
àlimɛti,àlimɛti,,,BAM,simple,2,àlumɛti,Nom,1,allumette,0,,0,,0,,non,non,0,,bambara-français
àlimɛtikala,àlimɛtikala,,,BAM,composé,2,tákala,Nom,1,allumette,0,,0,,0,,non,non,0,,bambara-français
ɲàma,ɲàma,,,BAM,simple,1,,Nom,4,"force occulte@@@plus ou moins néfaste (dont sont doués certains êtres vivants ou morts : gros arbre, tel ou tel animal, suicidés, noyés, foudroyés, vieillards )@@@maladies@@@(provoquées par le 'ɲama') (maladies de peau, maladies provoquant des convulsions )",0,,0,,0,,non,non,0,,bambara-français
ɲàma,ɲàma,,,BAM,simple,2,ɲàman,Nom,1,ordure,0,,0,,0,,non,non,0,,bambara-français
ɲáma,ɲáma,,,BAM,simple,1,,Nom,1,arbre Piliostigma sp,0,,0,,0,,non,non,0,,bambara-français
ɲàmaɲáma,ɲàmaɲáma,,,BAM,simple,2,ɲàmanɲáman,Nom,2,bricoles@@@objets hétéroclites,0,,0,,0,,non,non,0,,bambara-français
ɲámaba,ɲámaba,,,BAM,composé,2,ɲámamuso,Nom,2,pied-de-boeuf@@@arbre ---> 10 m (les écorces servent à faire des liens),0,,0,,0,,non,non,0,,bambara-français
à,à,,,MAC,simple,1,,Préposition,1,avec,0,,1,í ńdjí à ká. <--> Je reste avec toi.,0,,non,non,0,,mafa-francais
àhnà,àhnà,,,MAC,simple,1,,Adverbe,1,ici,0,,1,nà àhnà. <--> C'est ici.,0,,non,non,0,,mafa-francais
àhsà,àhsà,,,MAC,simple,1,,Adverbe,1,là,0,,1,Nà àhsà. <--> C'est là.,0,,non,non,0,,mafa-francais
àmán,àmán,,,MAC,simple,1,,Conjonction,1,mais,0,,1,"í wày ńdɛ́, àmán í gí lzáú. <--> Je veux y aller mais j'ai peur.",0,,non,non,0,,mafa-francais
à:pà,à:pà,,,MAC,simple,1,,Adverbe,1,la-bas,0,,1,Málsàkà sà à:pà. <--> L'habit la est la-bas.,0,,non,non,0,,mafa-francais
áràŋgéɗɛ̀,áràŋgéɗɛ̀,,,MAC,simple,1,,Conjonction,1,donc,0,,1,"í fén kà à ḿví, áràŋgéɗɛ̀ tsúvá yé. <--> Je te dépasse en age,je suis donc ton aîné.",0,,non,non,0,,mafa-francais
à:và,à:và,,,MAC,simple,1,,Adverbe,1,sur-soi,0,,1,Máslàkà à:và gà. <--> Le vetement est sur moi.,0,,non,non,0,,mafa-francais
ávà' a,ávà' a,,,MAC,simple,1,,Adverbe,0,,0,,0,,0,,non,non,0,,mafa-francais
áwúdà,áwúdà,,,MAC,simple,1,,Adverbe,1,dehors,0,,1,Í dé áwúdà. <--> Je vais dehors (à l'extérieur).,0,,non,non,0,,mafa-francais
bàntì,bàntì,,,MAC,simple,1,,Nom,1,étoile,0,,1,kìyà á fúnà bàntì à ḿbì. <--> La lune est plus grosse que l'étoile.,0,,non,non,0,,mafa-francais
bɑ́bɑ̀,bɑ́bɑ̀,,,MAC,simple,1,,Nom,1,mon père,0,,1,bɑ́bə̀ gɑ̀ ŋ́gúrɑ̀'ɑ̀ gòkwɛ̀n <--> Mon père est vraiment un homme.,0,,non,non,0,,mafa-francais
mbɛ́ɗɛ́,bɛ́ɗɛ́,m,,MAC,simple,1,,Verbe,1,jurer,0,,1,"màndàl gà á m̀bóɗá àmán á gáw mútsɔr <--> Mon ami a juré, pourtant il a volé.",0,,non,non,0,,mafa-francais
mbèhɛ̀,bèhɛ̀,m,,MAC,simple,1,,Verbe,1,appeler,0,,1,bàhànà à prɛ́k. <--> Appelles lui le matin.,0,,non,non,0,,mafa-francais
mɓəlɑ́'ɑ̀,ɓəlɑ́'ɑ̀,m,,MAC,simple,1,,Adjectif,1,bon,0,,1,í mɑ̀ndɑ̀lɑ̀ ḿɓəlɑ́'ɑ̀ <--> Je suis un bon ami.,0,,non,non,0,,mafa-francais
bí,bí,,,MAC,simple,1,,Nom,1,le chef,0,,1,bí ŋgɑ̀ ɑ́ jé ɑ̌ mɑ̀yɑ̀ <--> Notre chef est sage.,0,,non,non,0,,mafa-francais
bídàlàj,bídàlàj,,,MAC,simple,1,,Nom,1,jeune fille,0,,1,bídàlàj á dɛ̀ à lúmà <--> Une jeune va au marché.,0,,non,non,0,,mafa-francais
mbìts vá,bìts vá,m,,MAC,simple,1,,Verbe,1,"se regrouper, se rassembler",0,,1,tá dá bìts vá ḿvàkà stáɗ. <--> Ils vont se rassembler après demain.,0,,non,non,0,,mafa-francais
mbíyɑ̀'ɑ̀,bíyɑ̀'ɑ̀,m,,MAC,simple,1,,Adjectif,1,gros,0,,1,ɑ́ jé wɑ̀ ḿbíyɑ̀'ɑ̀ <--> Elle a des gros seins.,0,,non,non,0,,mafa-francais
bɑ́kízana,bɑ́kí,,zana,MAC,simple,1,,Nom,1,L'époux,0,,1,bɑ́kí Yɑ́údɑ́m ɑ́ ŋgɑ̀tɑ̀ <--> Voilà l'époux de Yaoudam.,0,,non,non,0,,mafa-francais
bòma,bòma,,,MAC,simple,1,,Nom,1,Le sel,0,,1,bòmà á kúmbǎ làk <--> Le sel a débordant la sauce.,0,,non,non,0,,mafa-francais
mɓùɓɑ̀ì,ɓùɓɑ̀ì,m,,MAC,simple,1,,Nom,1,mauvais,0,,1,mɑ̀ndɑ̀lɑ̀hì m̀ɓùɓìyɑ̀ bɑ̀ tɑ́ jé <--> Il y 'a aussi des mauvais amis,0,,non,non,0,,mafa-francais
búkwì,búkwì,,,MAC,simple,1,,Nom,1,peau,0,,1,búkwì và gà ḿàdzá. <--> Ma peau a la couleur noire.,0,,non,non,0,,mafa-francais
ɓúlɔ́m,ɓúlɔ́m,,,MAC,simple,1,,Nom,1,l' igname,0,,1,màndàl gà á píjè ɓúlúm <--> Mon ami cultive l'igname.,0,,non,non,0,,mafa-francais
adátsùtà,dátsùtà,a,,MAC,simple,1,,Adverbe,1,avant-hier,0,,1,ǹshìkɛ̀ àdátsùtà <--> Il/elle est venu avant-hier.,0,,non,non,0,,mafa-francais
Dàw,Dàw,,,MAC,simple,1,,Nom,1,Le mil,0,,1,gí dàw bàb gà bìyàà <--> Le champ de mil de mon père est vaste.,0,,non,non,0,,mafa-francais
dáy,dáy,,,MAC,simple,1,,Nom,1,cou,0,,1,dáy gà á dzáyɛ́ <--> Mon cou me fait mal.,0,,non,non,0,,mafa-francais
ndɛ́,dɛ́,n,,MAC,simple,1,,Verbe,1,aller,0,,1,ńdɛ́ á kókór bí Zhìkllé wúɗí təpà <--> C'est compliqué d'aller au royaume des cieux.,0,,non,non,0,,mafa-francais
də̀ɓɑ̀,də̀ɓɑ̀,,,MAC,simple,1,,Nom,1,le dos,0,,1,ŋgá tívɛ́ à də̀ɓà kəɗɛ̀h á ŋgà shèwèlɛ <--> Nous montons sur l’âne (son dos) pour se promener.,0,,non,non,0,,mafa-francais
dèfɛ̀'ɛ̀,dèfɛ̀'ɛ̀,,,MAC,simple,1,,Adjectif,1,court,0,,1,tɑ́ gɑ̀ɗɑ̀ dɑ̀lɑ̀hì mɑ̀fɑ̀ tə̀ dèfɛ̀'ɛ̀ <--> Ils disent que les filles mafa sont courtes.,0,,non,non,0,,mafa-francais
ńɗélè,ɗélè,ń,,MAC,simple,1,,Verbe,1,arranger,0,,1,í ɗélè và gà. <--> Je m'arrange.,0,,non,non,0,,mafa-francais
dèrgì,dèrgì,,,MAC,simple,1,,Nom,1,le mur,0,,1,dèrgì bí kùmba á zíklé <--> Le mur du chef est très élevé.,0,,non,non,0,,mafa-francais
dímɛ́sh,dímɛ́sh,,,MAC,simple,1,,Nom,1,chanson,0,,1,dímɛ̀sh ńtsí wàlì. <--> Le chant pour jouer.,0,,non,non,0,,mafa-francais
dìmórúv,dìmórúv,,,MAC,simple,1,,Nom,1,le nombril,0,,1,dìmórúv ná bìyà' a <--> Son nombril est gros .,0,,non,non,0,,mafa-francais
ɗíyá,ɗíyá,,,MAC,simple,1,,Nom,1,Le haricot,0,,1,í píjé ɗíyɑ́ <--> Je cultive le haricot.,0,,non,non,0,,mafa-francais
ndjí,djí,n,,MAC,simple,1,,Verbe,1,rester,0,,1,ndá à ndá ngá <--> Restes avec nous.,0,,non,non,0,,mafa-francais
djìkɛ̀'ɛ̀,djìkɛ̀'ɛ̀,,,MAC,simple,1,,Adjectif,1,long,0,,1,wúfə̀ məndék djìkɛ̀'ɛ̀ <--> L'arbre du figuier est long.,0,,non,non,0,,mafa-francais
drúm,drúm,,,MAC,simple,1,,Nom,1,la corne,0,,1,lzɛ̀ ɑ̀ jé ɑ̀ drúm tə̀ gɛ̀ɗ . <--> Le bœuf a les cornes sur la tète.,0,,non,non,0,,mafa-francais
dúmà à,dúmà à,,,MAC,simple,1,,Nom,1,fille,0,,1,á yáw dúmà à <--> Elle a acouchée d'une fille.,0,,non,non,0,,mafa-francais
dùmɑ̀mɑ́,dùmɑ̀mɑ́,,,MAC,simple,1,,Nom,1,ma soeur,0,,1,dúmɑ́mə̀ gɑ̀ ɑ́ jé ɑ̀ ví cʉɗ <--> Ma sœur a neuf ans.,0,,non,non,0,,mafa-francais
dzà,dzà,,,MAC,simple,1,,Nom,1,montagne,0,,1,tá ráw ńdjɛ́hkwɛ́ndɛ́ á dzà <--> Ils enteraient les morts dans la montagne.,0,,non,non,0,,mafa-francais
ndzàkàndzàl,dzàkàndzàl,n,,MAC,simple,1,,Nom,1,moustique,0,,1,ńdzàkàndzàl kùmbà á vàɗ. <--> Il y'a assez de moustique la nuit.,0,,non,non,0,,mafa-francais
ndzɛ̀n,dzɛ̀n,n,,MAC,simple,1,,Nom,1,bon goût,0,,1,lɑ́k vɑ́ndɑ̀ ɑ́ dzɛ̀n <--> La sauce d'arachide est bonne.,0,,non,non,0,,mafa-francais
ndzɛ̀w,dzɛ̀w,n,,MAC,simple,1,,Nom,1,lier,0,,1,tá dzɛ̀w túɓá <--> Ils lient les cordes.,0,,non,non,0,,mafa-francais
ndzìhɛ́ɗɛ̀,dzìhɛ́ɗɛ̀,n,,MAC,simple,1,,Verbe,1,demander,0,,1,"kámkám, dzə̀háɗày móvár dà. <--> S'il te plait, demandes moi le couscous.",0,,non,non,0,,mafa-francais
fáɗ,fáɗ,,,MAC,simple,1,,Adjectif,1,quatre,0,,1,màndàláhì gà tá fáɗ <--> Mes amies sont quatre.,0,,non,non,0,,mafa-francais
ḿfʉ̀kwè,fʉ̀kwè,ḿ,,MAC,simple,1,,Verbe,1,siffler/ souffler,0,,1,í fʉ̀kwè ńshiŋglek. <--> Je siffle sur la flute.,0,,non,non,0,,mafa-francais
ftúr,ftúr,,,MAC,simple,1,,Nom,1,queue,0,,1,ftúr pátù dzìkɛ̀ ɛ̀. <--> La queue du chat est longue.,0,,non,non,0,,mafa-francais
ngigádà,gádà,ngi,,MAC,simple,1,,Verbe,1,bagarer,0,,1,wúdàhì tá gí gádà. <--> Les enfants bagarrent.,0,,non,non,0,,mafa-francais
gágár,gágár,,,mac,simple,1,,Nom,1,Le maïs,0,,1,gágár á ndívè ŋgwérè tà ŋgwày <--> Le maïs finit de sécher à la maison,0,,non,non,0,,mafa-francais
gàmàgá,gàmàgá,,,MAC,simple,1,,Adverbe,1,avant que,0,,1,Í wáy móvár gàmàgá à ì dé áúdà. <--> Je veux le couscous avant que je ne sorte.,0,,non,non,0,,mafa-francais
ngèɗɛ̀,gèɗɛ̀,n,,MAC,simple,1,,Verbe,1,parler,0,,1,gàdàná skwí ḿblá' à. <--> Dis lui de bonne chose.,0,,non,non,0,,mafa-francais
ɲ́gétsɛ̀,ɲ́gétsɛ̀,,,MAC,simple,1,,Verbe,1,danser,0,,1,dùm sátà á wáj ŋ́gétsɛ̀ kùmbà <--> Cette fille aime beaucoup danser.,0,,non,non,0,,mafa-francais
gòɗà,gòɗà,,,MAC,simple,1,,Nom,1,tasse à mésurer,0,,1,í wáj gòdà vàndà tsɛ̀w <--> Je veux deux tasses d'arachide.,0,,non,non,0,,mafa-francais
gɔ̀gúmɑ́y,gɔ̀gúmɑ́y,,,MAC,simple,1,,Nom,1,le coton,0,,1,málsɑ́kɑ̀ gɔ̀gúmɑ́y ɑ́ mbɑ́. <--> Le tissu coton est bon.,0,,non,non,0,,mafa-francais
ŋ́gòlàlà,gòlàlà,ŋ́,,MAC,simple,1,,Nom,1,la fete,0,,1,Ndòhí kùmbá áwùdà pást ŋ́gòlàlà <--> Il y'a plusieurs personnes dehors le jour de fête.,0,,non,non,0,,mafa-francais
góts,góts,,,MAC,simple,1,,Nom,1,cheveux,0,,1,góts gìɗ gà ńdzúvá' á. <--> Mes cheveux sont longs.,0,,non,non,0,,mafa-francais
gúlɑ́,gúlɑ́,,,MAC,simple,1,,Adjectif,1,gauche,0,,1,ndɑ́ híne ŋ̀gétsɛ̀ tə gúlɑ́ <--> On commence à danser du côté gauche.,0,,non,non,0,,mafa-francais
gwàlà,gwàlà,,,MAC,simple,1,,Nom,1,soldat,0,,1,Vá djáná gwàlà bí. <--> Le soldat du chef est est malde.,0,,non,non,0,,mafa-francais
gwándárí,gwándárí,,,MAC,simple,1,,Nom,1,fusil,0,,1,wúdàhì tá gí mìlzìn ǎ gwándárí ǎbày. <--> Les enfants ne travaillent pas avec le fusil.,0,,non,non,0,,mafa-francais
gwɛ́sh,gwɛ́sh,,,MAC,simple,1,,Nom,1,le couteau,0,,1,gwɛ́sh ŋgə́lɑ́mɑ̀n rɑ́ì <--> Le couteau a coupé sa main.,0,,non,non,0,,mafa-francais
ngwéshɛ̀,gwéshɛ̀,n,,MAC,simple,1,,Verbe,1,rire,0,,1,krà nə́ŋgà á ŋgwéshɛ̀ mán á djùnɛ̀. <--> Son enfant rit pendant son sommeil.,0,,non,non,0,,mafa-francais
hə́tsán,hə́tsán,,,MAC,simple,1,,Nom,1,le nez,0,,1,hə́tsàn ndò ḿàdzá' a ŋglá <--> Le nègre a le nez plat.,0,,non,non,0,,mafa-francais
nhí,hí,n,,MAC,simple,1,,Verbe,1,courir,0,,1,ŋgá hí à tsívɛ́ɗ <--> Nous courons en route.,0,,non,non,0,,mafa-francais
nhìrɛ̀,hìrɛ̀,n,,MAC,simple,1,,Verbe,1,penser,0,,1,í hìr bákì gà. <--> Je pense à mon mari.,0,,non,non,0,,mafa-francais
hɔ̀nùk,hɔ̀nùk,,,MAC,simple,1,,Nom,1,sucré,0,,1,mèrèdzùk hɔ̀nùkà' à tà mà. <--> la cane à sucre est très sucrée.,0,,non,non,0,,mafa-francais
húɗ,húɗ,,,MAC,simple,1,,Nom,1,le ventre,0,,1,"krá á kùɗì, á dágí húɗ á djáná <--> L'enfant pleur, peut être qu'il a mal au ventre.",0,,non,non,0,,mafa-francais
húɗ ńhèdɛ̀,húɗ ńhèdɛ̀,,,MAC,simple,1,,Nom,1,la diarrhée,0,,1,húɗ ńhèdɛ̀ ɑ́ mbùɓɑ̀ì <--> La diarrhée n'est pas bonne.,0,,non,non,0,,mafa-francais
hútsɑ́ɗ,hútsɑ́ɗ,,,MAC,simple,1,,Nom,1,la potasse,0,,1,hútsɑ́ɗ ɑ́ tíl lɑ́k mɑ́fɑ́ <--> La potasse arrange la sauce mafa.,0,,non,non,0,,mafa-francais
jàm,jàm,,,MAC,simple,1,,Nom,1,eau,0,,1,jám à vátá tà wàjàm <--> Il y'a assez d'eau dans la rivière.,0,,non,non,0,,mafa-francais
kəɗɛ̀h,kəɗɛ̀h,,,MAC,simple,1,,Nom,1,l' âne,0,,1,djɛ́djə gà á sún ḿpíjé à kə̀ɗɛ̀h <--> Mon grand père connais labourer avec l’âne.,0,,non,non,0,,mafa-francais
kərpálsá,kərpálsá,,,MAC,simple,1,,Nom,1,aile,0,,1,wàtsàk á jé à kərpálsà tsɛ̀w. <--> La poule a deux ailes.,0,,non,non,0,,mafa-francais
nkétɛ̀'ɛ̀,kétɛ̀'ɛ̀,n,,MAC,simple,1,,Adjectif,1,petit,0,,1,krɑ́ ŋ̀tékɛ̀'ɛ̀ <--> le petit enfant,0,,non,non,0,,mafa-francais
klɛ́f,klɛ́f,,,MAC,simple,1,,Nom,1,Le poisson,0,,1,Klɛ́f mán á shéfè á ndjà yàm <--> Le poisson vivant reste dans l'eau.,0,,non,non,0,,mafa-francais
kòkòY,kòkòY,,,MAC,simple,1,,Nom,1,la calebasse,0,,1,kòkòy kùmbɑ́ gì zum̀ <--> Il y'a assez de calebasse au cabaret.,0,,non,non,0,,mafa-francais
kòlòkùɗ,kòlòkùɗ,,,MAC,simple,1,,Nom,1,la tortue,0,,1,kólókúɗ á vàsà vá á ɓàì <--> la tortue ne peut pas se dépêcher.,0,,non,non,0,,mafa-francais
kòlòkùɗ,kòlòkùɗ,,,MAC,simple,1,,Nom,1,la tortue,0,,1,kólókúɗ á vàsà vá á ɓàì <--> la tortue ne peut pas se dépêcher.,0,,non,non,0,,mafa-francais
kòlòkùɗ,kòlòkùɗ,,,MAC,simple,1,,Nom,1,la tortue,0,,1,kólókúɗ á vàsà vá á ɓàì <--> la tortue ne peut pas se dépêcher.,0,,non,non,0,,mafa-francais
krəmɑ́mɑ́ bɑ́kí,krəmɑ́mɑ́ bɑ́kí,,,MAC,simple,1,,Nom,1,le beau frère,0,,1,krəmɑ́mɑ́ bɑ́kí gɑ́ ǹtsɛ̀ ŋgòz nɑ̀ <--> Mon beau frère a pris son épouse.,0,,non,non,0,,mafa-francais
kùɗɑ̀,kùɗɑ̀,,,MAC,simple,1,,Nom,1,les larmes,0,,1,nɑ̀ ɑ́ kùɗɑ̀ ɑ̀ dɑì <--> Elle /il a les larmes aux yeux.,0,,non,non,0,,mafa-francais
